"","产品简称","2017-1","2017-2","2017-3","2017-4","2017-5","2017-6","2017-7","2017-8","2017-9","2017-10","2017-11","2017-12"
"3081","红叶二号",-0.861,2.7402,-0.9998,1.9996,0.2592,-1.6201,-0.9258,1.4719,3.2957,3.092,4.0733,5.3138
"682","宏禾丰乐3号",2.0765,0.6463,7.1645,9.4747,-9.626,-11.1386,-4.1117,22.1122,1.9389,-4.8955,-5.9956,-10.8086
"29","宏莱价值进取一号",11.9146,22.8926,21.4876,17.5758,19.5041,19.6832,30.427,28.3609,25.7576,21.4601,7.438,16.1019
"3346","宏亮普提科进取",-1.2244,1.2244,7.3469,1.8366,0.204,-0.5103,7.4489,9.3877,11.2244,7.551,7.9591,14.4071
"1420","宏亮投资炳诚量化",0.5831,4.4514,5.3066,3.0158,-2.5377,2.3618,4.168,9.7734,10.6972,11.0398,10.9983,8.8287
"2696","宏亮投资复合增利对冲",-0.4044,-0.7078,1.82,-0.2022,-0.8089,-2.8311,-2.6289,-3.3367,-4.6512,-2.5278,-6.4712,-6.1678
"2930","宏盛隆景系列(2号)",-0.6649,1.4569,3.2561,3.0019,2.6401,6.1895,5.4659,7.3629,10.2376,13.4252,10.1007,14.5008
"3102","宏石1号",-0.8801,-3.2882,-2.9013,-2.7369,-9.3133,-4.5067,-7.1759,-2.524,2.8725,5.977,6.4412,0.8705
"1578","泓澄歌斐诺宝精选",0.4202,2.2011,5.0225,6.2531,5.3927,13.2866,10.7654,10.025,16.1681,23.3517,24.2021,31.7859
"920","泓澄沪港深",1.3948,3.3831,8.349,9.8724,10.3373,18.6764,16.5694,16.7969,25.6702,33.3168,39.0147,46.6317
"1067","泓澄睿选1号",1.0827,2.8543,5.315,5.5118,5.5118,12.7953,10.1378,9.252,15.3543,21.4567,20.2756,26.8701
"1089","泓澄投资",1.0371,3.5291,6.8343,8.7368,8.2593,16.6008,14.4893,14.4371,22.1518,30.0007,31.6123,39.0211
"1466","泓澄研究精选1号",0.5297,2.7542,5.0847,6.8856,6.0381,13.1356,10.6992,10.0636,16.1017,23.5169,22.8814,25.9534
"1575","泓澄研究精选2号",0.4206,2.5237,5.0473,6.8349,5.7834,13.6698,11.1462,9.5689,16.5089,23.6593,18.9274,24.7108
"1050","泓澄智选1号",1.107,4.059,7.8413,9.8708,9.4096,18.1734,15.9594,15.7749,23.2472,30.7196,32.0111,39.4834
"2076","泓德1号",0.0223,-0.5425,-0.1115,1.0553,0.104,1.6721,-3.3665,-3.3814,-1.7167,15.0416,22.3395,21.4923
"5022","泓聚创富成长1期",-9.2308,-4.8205,2.359,-8.2051,-13.8462,-9.5385,-19.1795,-1.2308,-8.7179,-12.9231,-6.4615,-1.1282
"1671","泓涞1号",0.3061,-0.102,2.1429,1.7347,-1.4286,8.8776,16.8367,30.6122,33.4356,24.5311,27.5429,25.9714
"3530","泓信泓筹价值一号",-1.5214,1.7289,-0.2075,-4.6335,-10.9959,-2.2822,1.7289,6.5007,6.7427,4.2877,3.8036,6.0166
"894","泓屹1号",1.4574,3.7254,9.969,11.3919,3.0442,8.3132,5.4502,11.1073,22.3957,22.1887,20.2656,19.7482
"771","洪昌价值成长六号",1.7855,3.4404,2.5694,6.5759,-0.4682,-0.9254,-4.159,-4.3114,-0.8274,-2.1992,-7.926,-10.6369
"1592","洪昌量子对冲二号",0.4089,1.7451,-0.01,-1.4559,-6.9605,-8.0176,-6.442,-9.3239,-10.6502,-10.5903,-9.1344,-9.2441
"4048","鸿道1期",-2.5227,-0.8366,0.4534,2.9442,-2.9378,1.4434,6.8591,14.7975,22.0973,21.7078,13.4564,16.2345
"3650","鸿道2期",-1.7183,-0.5778,1.1105,3.7743,0.3527,1.9809,6.7607,9.4545,18.8264,19.9745,14.4819,14.662
"3984","鸿道3期",-2.3707,-1.3507,0.7718,3.4549,-0.7902,3.6019,11.2837,15.6758,20.9225,21.3636,12.8182,14.7202
"3473","鸿道4期",-1.4234,-0.4043,-2.013,11.7578,9.0289,16.2891,28.4343,29.6387,37.3958,40.2341,31.0873,30.1019
"3758","鸿道国企改革",-1.9617,-0.6729,2.338,5.5315,-0.5474,4.5849,10.3786,16.9936,26.2089,27.0529,19.0579,22.3198
"4084","鸿道精英1号",-2.6178,-0.93,0.3513,2.8589,-3.1965,1.2469,6.7512,14.8319,20.1295,21.8104,13.3232,16.1201
"3767","鸿涵成长三期",-1.9724,-1.3807,-1.2821,0.1972,0.0986,1.6765,-0.2959,4.6351,-0.0986,-2.6627,-6.7061,-6.213
"4267","鸿涵成长一期",-3.125,-2.3438,-2.0508,-0.8789,-0.8789,1.1719,-0.6836,4.2969,-0.0977,-2.3438,-6.25,-6.3477
"2639","鸿昇2号",-0.36,0.27,-0.35,-5.29,-9.55,-9.42,-8.22,-8.88,-6.67,-14.51,-19.53,-20.11
"329","鸿逸1号",3.514,1.6681,2.5021,-5.5378,-16.6564,-10.8856,-17.0183,-19.6431,-24.8743,-17.6438,-12.7008,-6.5559
"1038","鸿逸安泰七号",1.1323,1.6196,0.4443,-3.6979,-4.8732,-4.6582,-3.6119,-4.9448,-12.1112,-9.4453,4.8158,12.8995
"4112","鸿逸安泰一号",-2.702,-3.3184,-5.6827,-9.1109,-10.1495,-7.4559,-8.7562,4.0277,5.7925,15.03,20.1216,26.4967
"3374","鸿逸楚天一号",-1.2739,-3.2757,-4.3676,-9.0082,-10.1001,-8.3712,-10.0091,1.5469,3.0027,11.101,13.5578,22.02
"2342","鸿逸中云一号",-0.1067,-0.3202,-0.5336,-0.6403,-0.8538,-0.9605,-0.3202,-1.8143,-7.8975,0.6403,2.4546,13.5539
"3350","鸿友1期",-1.2308,1.1282,0.9231,-4.3077,-6.7692,-2.4615,-11.5897,-10.4615,-11.6923,-11.8974,-9.2308,-9.9487
"4298","鸿运神州牧11号",-3.2503,-0.7001,-4.5305,-9.841,-17.5518,-15.1015,-20.8221,-18.1918,-17.5918,-17.6418,-26.8327,-29.803
"226","厚德载物1号",4.3004,6.2747,12.6867,12.9528,7.691,2.3777,-2.0975,-9.6677,6.2063,12.732,8.2693,6.5775
"1065","厚恩恒山",1.086,2.1721,2.3392,3.0911,1.7544,4.01,4.4277,3.5923,3.5923,4.01,1.8379,2.5898
"1830","厚品资产复利一号",0.1929,1.0126,1.7842,1.7552,2.4785,3.414,2.5557,3.0765,4.1856,4.8992,5.9215,7.0499
"1562","胡杨林一期",0.4261,3.0539,4.2613,3.9772,4.4034,6.321,7.6704,9.0908,8.7357,9.943,8.3805,7.5283
"480","沪港深优质增长",2.7907,4.614,6.8222,8.4496,10.5218,11.162,16.3588,19.8202,24.6807,26.0587,27.5127,29.2051
"5101","沪深港",-13.2777,-13.3489,-13.3693,2.3826,2.6474,10.3961,7.6469,2.4539,3.2278,3.6758,-8.6346,-10.5896
"3104","华尔进取3号",-0.885,0.885,0,-0.885,-1.7699,-1.7699,0,0.885,0,-0.885,-0.885,-1.7699
"2280","华尔进取5号",-0.0921,1.6991,0.0307,-0.9007,-1.5353,-1.607,1.1668,3.3777,2.5896,1.6991,2.3849,0.8905
"388","华辉价值星八号",3.2203,6.8644,7.5424,11.0169,16.4407,16.5254,20.678,27.5424,26.3559,32.3729,32.6271,44.0678
"374","华辉价值星十号",3.2994,6.2669,7.1073,11.6414,18.5931,16.5076,23.3036,32.2992,31.2617,41.4816,36.408,48.7238
"2752","华辉价值星十一号",-0.46,2.86,4.35,8.21,15.24,14.97,17.76,25.92,27.82,35.84,34.77,45.57
"834","华辉价值星一号",1.6068,4.9149,5.293,9.8299,14.3667,13.7996,18.7146,26.5595,30.9074,36.5784,27.8828,36.2949
"429","华辉菁英176号",3.0028,8.8687,9.8202,13.7744,18.3135,16.8733,26.9378,36.5834,36.5834,37.0548,33.9997,46.4822
"2826","华骏海石1号",-0.5453,0.0556,-0.089,0.473,2.298,5.0968,4.852,5.1302,4.6962,8.4409,10.1992,10.9615
"263","华霖进取一号",3.946,1.1792,0.29,-7.8295,-19.0079,-5.5125,-14.8007,-13.4085,-7.0101,-10.8985,-20.6246,-25.2711
"290","华美6号",3.7529,4.778,4.8055,1.4096,-4.357,0.897,-1.6293,2.8924,-1.1625,-1.1259,-0.9336,0.4943
"443","华美7号",2.9486,-0.1685,-0.0842,-2.2746,-4.1281,-1.4322,-3.3698,-1.6849,-2.9486,30.834,12.7211,7.4979
"1721","华莎泉明月一号",0.2704,3.7449,-0.6108,-3.3243,-2.7836,-1.562,-1.1415,-4.3757,15.0396,13.0369,6.5585,6.0879
"2865","华杉永旭",-0.582,1.4549,3.1038,11.3482,11.5422,12.7061,10.3783,11.3482,9.0473,15.5732,14.626,24.5203
"4535","华盛盈富一期",-4.2781,-3.6461,-4.3364,2.2752,-1.1765,-1.5848,-6.4754,-7.3311,-10.2285,-15.9456,-18.3763,-14.4774
"3903","华西神农复兴",-2.2423,-0.3422,1.8643,4.7553,0.1839,4.2956,3.9177,9.5618,17.2234,24.3283,17.2949,25.9322
"644","华夏财富阿尔法1号",2.1639,4.306,4.6011,4.2842,8.8962,12.612,15.7923,21.2131,22.8415,32,34.5574,34.3279
"1425","华夏未来泽时进取3号",0.5747,2.5862,4.1188,4.3678,-0.4789,5.7471,5.4598,12.3563,12.6437,7.7586,10.6322,11.2069
"2050","华夏未来泽时进取6号",0.0404,1.2321,2.4137,1.5148,-0.7877,4.5445,4.7162,10.9271,9.392,7.7762,2.8479,7.1198
"3717","华鑫徐星1号",-1.8513,0.3495,2.7109,4.3733,5.8846,13.5733,6.5835,8.1421,8.9827,12.2981,9.5306,7.2164
"3563","华信沐青一号",-1.5773,1.9979,0.7361,-9.3586,-6.5195,-2.3134,-1.7876,-1.0515,-2.3134,-2.9443,-1.1567,-2.734
"1862","华炎晨沣",0.1698,1.0191,0.9891,1.129,1.129,1.3488,2.6476,4.0963,5.3552,5.8647,4.6958,4.2562
"1607","华炎晨晖",0.3956,1.3848,1.2859,1.6815,1.6815,1.9782,4.3521,6.2315,7.4184,8.0119,7.0227,7.5713
"1603","华炎晨熙",0.3984,1.2948,1.8924,1.8924,1.6932,1.8924,3.1873,4.3825,5.3785,5.6773,4.7809,4.7809
"1345","华炎晨星",0.6799,1.7043,1.1513,1.5955,1.5048,1.6046,3.4992,5.3304,6.8534,6.7809,6.0647,6.3095
"1916","华炎盛熙",0.132,2.2285,2.0289,1.33,0.6311,0.831,2.8279,4.4252,6.9209,8.0191,7.4201,7.0207
"2547","华展金丰财源广进1期",-0.2889,0.2379,-8.2427,-14.276,-17.3606,-17.1652,-16.1795,-17.9045,-18.2699,-21.0401,-26.6061,-23.139
"1774","华洲红橡光辉",0.2249,0.6849,0.0102,-2.9544,-4.5083,-1.6152,-1.5845,0.7667,2.5762,1.7277,0.8281,0.8996
"2729","华洲红橡稳盈二期",-0.4387,-0.0306,-0.5407,-3.285,-5.1622,-3.938,-4.0604,-2.4485,-2.2954,-3.0606,-3.6625,0.1326
"1929","华洲五号",0.1219,0.5907,0.15,-2.6442,-3.685,-2.616,-2.7473,-0.9376,0.2063,0.1782,0.8814,2.0066
"5002","焕然1号",-8.6512,-7.2888,-4.2916,-6.7439,-16.2807,-10.4223,-7.2888,-3.5422,-0.8174,1.5668,-1.9074,-3.8828
"3799","汇贝资产配置3号",-2.041,-2.5513,-3.0815,-3.3217,-3.2516,-1.7909,-2.011,-2.061,-1.4507,-0.5703,-1.1706,-2.3412
"937","汇晨1号",1.3578,2.1407,4.0634,6.5411,8.8206,9.217,10.1586,12.7849,19.7225,20.0198,20.218,19.1278
"135","汇创启航1号",5.7562,6.4334,6.6591,-5.9819,-5.6433,-5.6433,-5.5305,-5.5305,-5.079,-5.7562,-4.9661,-3.9503
"157","汇创三期",5.3793,14.1085,15.5353,13.24,19.7536,23.6175,30.3438,25.3722,27.0826,32.9493,33.0734,41.7317
"206","汇创稳健1号",4.5721,11.5405,14.2031,15.4888,19.5968,24.0624,31.0993,28.604,30.3081,34.2944,36.6527,42.3507
"4190","汇创稳健一号",-2.9469,-0.5893,-5.0097,-7.269,-9.7248,-7.0725,-10.8054,-9.8231,-10.8055,-12.0826,-16.6994,-14.9312
"2307","汇德丰薄冰壹号",-0.0999,2.4975,0.999,1.4985,-4.6953,-2.4975,-5.5944,-2.997,-5.6943,-7.4925,-10.2897,-10.4895
"3190","汇沣精选一号",-1.0014,-0.6788,-4.7402,-6.3425,-10.7377,-5.4746,4.3507,4.2061,4.3062,2.9042,2.6594,4.1727
"1896","汇富17号(隐形冠军二期)",0.1427,2.6452,0.1537,-3.6549,-6.9037,-5.422,5.4659,13.1599,16.8807,12.666,6.4428,13.0063
"2957","汇富4号(汇利优选4期)",-0.7017,1.228,9.0835,9.1135,4.2786,14.5473,10.5639,16.5882,21.6584,26.5104,30.6606,29.8776
"2588","汇富进取二号",-0.3067,2.6074,1.9939,-3.681,-8.2822,-5.2147,-5.2147,-3.8344,-1.227,-2.6074,-7.362,-6.135
"3305","汇富进取三号",-1.1792,3.432,3.4198,2.1226,-1.7689,0.4717,0.5896,7.0755,9.316,8.0189,2.0047,0.3538
"4074","汇富进取一号",-2.5962,0.1923,0.6731,-2.2115,-6.6346,-3.8462,-3.8462,-1.1538,-0.1923,-3.1731,-8.0769,-9.6154
"3576","汇富量化一号",-1.5942,-0.5797,-4.058,-9.5652,-11.0145,-9.2754,-6.2319,0,2.7536,7.6812,11.0145,14.7826
"3317","汇利3期",-1.1901,1.1761,8.3584,8.1344,3.0382,13.9797,9.2965,16.0798,21.1621,24.0182,29.0865,28.2114
"3319","汇利5期",-1.1915,1.1915,7.5534,7.8712,3.0185,13.7204,8.5789,14.0237,21.2522,24.8122,30.4376,28.9934
"3329","汇利优选",-1.2051,1.6969,10.0387,10.9359,6.6712,17.4644,13.9881,19.8221,25.7612,31.047,36.0251,35.507
"2867","汇利优选10期",-0.5862,3.8322,13.6624,13.3477,7.3496,17.2786,12.5949,19.2225,25.6217,32.2185,36.6554,35.1311
"3252","汇利优选2期",-1.1134,0.7392,8.3322,8.5786,3.9927,14.2186,10.2533,15.7016,20.8989,25.8225,30.1757,30.1574
"3867","汇利优选6期(富锦12)",-2.1703,-1.4643,-1.9873,1.0285,-2.0744,3.4254,1.3336,7.3128,10.2414,6.5109,1.2987,6.1187
"2838","汇利优选9期",-0.5556,1.5894,10.4471,10.7249,6.0214,16.5719,12.6179,18.4778,23.5948,28.4339,32.5236,31.968
"3568","汇信得3期",-1.5836,3.3875,1.9874,-1.0435,-4.3624,-0.2232,0.283,5.5934,7.2311,5.2459,1.6825,4.3923
"4397","汇誉稳健增值1号",-3.6877,-1.4501,-0.8835,-6.6743,-12.0234,-7.9132,-7.4522,-4.2063,-2.7178,-2.9002,-3.8125,-4.456
"1210","汇众成长一期",0.8502,4.4757,6.137,8.8244,5.1207,7.681,8.2283,10.5541,9.0492,6.3618,8.2478,8.7071
"3433","惠嘉二期",-1.3637,-3.0211,-2.2763,-1.7728,-1.4581,0.3042,4.9302,2.8847,5.9478,6.0841,4.3533,2.9267
"3657","惠嘉稳健成长",-1.7341,-3.7125,-3.5627,-2.6011,-2.2937,-0.7803,3.074,0.6306,3.7282,3.9253,2.4513,0.9537
"181","惠民博盛1号",4.9946,7.4919,0.9772,-15.2009,-24.7557,-17.9153,-19.8697,3.6916,5.646,3.5831,17.1553,12.4864
"380","惠民盈盛2号",3.268,6.3181,0.6536,-13.6166,-22.0044,-16.0131,-17.8649,3.159,4.3573,2.7233,8.6057,4.2484
"1574","惠正1号",0.4211,1.5599,1.8362,1.57,-1.0175,1.4892,3.541,5.8758,9.09,12.5535,3.2883,1.6879
"2041","惠正3号",0.0495,-0.436,-0.0099,1.4368,0.2576,1.8728,-3.3195,-3.3987,-1.744,14.2291,21.2842,20.6698
"2029","惠正4号",0.0633,-0.5698,-0.2321,1.0868,0,1.6144,-3.5138,-3.6087,-1.9732,14.3611,21.568,20.8083
"1744","慧安12号",0.2515,-0.08,-0.3773,-1.4407,-10.359,-10.096,-9.6959,-8.118,-12.1084,-10.2904,-6.7231,-9.1013
"1454","慧安1号",0.5456,0.7708,1.0479,0.84,-6.5472,-5.6638,-4.1483,-1.6195,-5.1096,-1.0912,3.6546,2.0092
"1146","慧安2号",0.9454,1.1626,1.8398,3.3218,-3.7945,-2.9513,-1.3031,1.546,-1.4309,5.3278,7.5891,6.0815
"1399","慧安3号",0.6017,0.8194,1.1138,1.6516,-5.8634,-4.9416,-3.4693,-1.0497,-4.596,-0.7424,3.9561,2.4326
"999","慧安5号",1.227,1.4616,1.7503,1.5157,-6.2072,-5.3411,-3.8614,-1.3172,-4.8899,-1.0646,3.7531,2.3277
"1397","慧安6号",0.6027,0.8705,1.1919,0.9375,-6.9104,-6.0667,-4.5802,-2.2633,-5.7453,-1.8347,2.5847,1.3392
"1777","慧安9号",0.221,0.6946,0.9471,1.1681,-6.1642,-5.217,-3.7885,-1.1444,-4.7119,-0.3157,4.341,3.0466
"939","慧安财富二期",1.3559,1.8644,1.5254,3.3898,-3.2203,-2.3729,-0.339,3.0508,-3.0508,-0.339,4.0678,0
"1498","慧安财富六期",0.5,1.625,1.25,1.875,-6.625,-5.5,-3.5,-0.5,-4.875,-1.125,1.5,-0.75
"960","慧安财富三期",1.3029,1.7915,1.4658,3.0945,-3.5831,-2.9316,-0.9772,1.9544,-4.3974,-1.7915,2.1173,-1.9544
"891","慧安财富一期",1.4628,1.9947,1.5957,3.3245,-3.3245,-2.5266,-0.9309,1.9947,-4.1223,-1.7287,2.7926,-1.1968
"674","慧安浙商家族1号",2.0948,2.8666,1.5436,2.8666,-5.1819,-3.1974,-2.0948,1.2128,-5.0717,-2.6461,1.9846,-1.2128
"231","慧安浙商家族2号",4.2299,5.7484,3.6876,2.0607,-6.7245,-5.5315,-3.6876,-0.3254,-6.3991,-4.4469,0.1085,-3.1453
"252","慧安浙商家族3号",3.9874,4.3022,3.6726,4.7219,-2.9381,-1.469,-0.6296,2.9381,-3.8825,-1.469,2.9381,-0.2099
"1833","慧金天成1期",0.1918,0.2876,0.0959,0.3835,0.5753,0.1918,0.3835,-2.3011,-2.4928,-2.0134,-1.9175,-1.9175
"4904","慧师创赢1号",-7.0506,-5.9583,-9.0367,-17.0804,-21.7478,-18.1728,-19.0665,-6.2562,-5.0645,-6.0576,0.5958,-1.9762
"4641","慧银稳进一号",-4.9038,-1.4809,-0.9488,-3.9993,-12.4413,-4.5757,1.1085,2.2967,-2.4031,-7.5729,-7.8301,-12.4235
"4898","慧智投资58号",-6.9272,2.4729,-10.227,-10.9759,-21.1015,-21.1561,-21.2107,-17.9889,-17.4195,-20.7582,-23.0751,-23.746
"4896","慧智投资60号",-6.9129,2.154,-10.5132,-11.2597,-21.353,-21.4075,-21.4619,-18.2504,-17.6827,-21.0109,-23.3204,-23.6703
"4895","慧智投资61号",-6.9057,2.4652,-10.584,-11.2528,-21.3469,-21.4014,-21.4558,-18.3296,-17.6763,-21.0047,-23.3144,-24.061
"391","浑元三号",3.183,5.8355,7.2944,6.2334,15.1194,22.5464,29.8408,34.4828,34.3501,45.2255,46.4191,48.0106
"3778","混沌2号",-1.9988,1.164,2.4926,2.763,-0.5762,11.311,11.3815,15.7319,23.6802,22.9512,10.6878,10.0529
"3221","或然赋利1期",-1.0637,-0.0594,-0.7862,-0.1321,-2.3257,-2.7023,-4.3541,-2.9072,-3.1252,-3.3763,2.3191,-0.3832
"4822","积胜1期",-6.2789,-4.6443,-2.2433,-9.0971,-16.0749,-10.5287,-9.8523,-3.6298,-0.4735,-4.7909,-1.0822,-4.1258
"4989","季胜一号",-8.2431,-8.5762,-5.8285,-11.3239,-20.8993,-19.4838,-20.6495,-20.5662,-21.2323,-21.9817,-24.7294,-23.8968
"4297","济凡小目标",-3.2503,-0.8667,-1.6251,-0.8667,-1.3001,-2.7086,1.0834,8.559,2.9252,-0.5417,-1.6251,-5.0921
"789","佳音一号",1.7219,8.3444,8.4768,11.9205,8.8742,14.8344,20.6623,25.298,22.9139,23.3113,25.1656,23.0464
"34","佳盈二期",10.6184,16.1027,4.4341,1.1669,-14.4691,-15.5193,-20.5368,-6.3011,6.5344,10.5018,-6.0677,-15.8693
"53","佳盈积极成长",8.7755,12.8571,1.9388,2.551,-23.3673,-17.7551,-17.6531,-1.6327,14.2857,7.2449,-5.7143,-12.551
"108","佳盈三期",6.2745,15.2941,12.0261,9.9346,-7.3203,-7.1895,-3.9216,-10.719,-14.6405,-10.0654,-24.183,-32.1569
"107","佳盈一期",6.3263,22.5305,28.1909,16.6482,-4.1065,-7.5472,-3.1077,3.6626,11.5427,15.5383,-5.1054,-13.4295
"4913","珈贝贰号",-7.1283,-3.8593,-0.8967,-1.4075,-3.1442,-4.2225,-1.0783,1.3507,13.3258,16.0953,11.714,12.3496
"5006","珈贝壹号",-8.6661,-7.5507,-6.3462,-9.8595,-11.7667,-12.5697,-10.4506,-3.056,8.0192,8.7107,7.7069,3.9817
"5027","家和万事兴1号",-9.4845,-8.4994,-7.3883,-11.2257,-15.063,-16.5178,-16.5407,-15.819,-16.575,-15.4181,-18.7285,-22.3139
"793","家族财富传承长期复利增长一期",1.7154,4.0363,12.5126,14.7326,19.2735,27.5479,23.3098,23.108,26.6398,40.666,36.226,42.7851
"3977","嘉得趋势策略二号",-2.3609,0.5902,-5.5649,-15.3457,-28.6678,-20.4047,-15.2614,-6.0708,-6.661,-20.489,-21.5852,-24.5363
"3493","嘉得三号",-1.4508,0.9326,-4.3523,-13.057,-27.3575,-16.7876,-6.0104,3.5233,2.5907,-11.8135,-12.5389,-15.4404
"2628","嘉禾1号",-0.3548,2.9836,5.5962,8.3754,1.9138,5.2414,4.8543,11.0902,23.2878,30.9537,33.8512,27.2874
"4880","嘉和财通创新1号",-6.7542,-6.379,-6.6604,-7.3171,-7.6923,-7.3171,-8.6304,-9.4747,-9.3809,-4.878,-2.439,-2.1576
"4348","嘉和对冲1号",-3.4784,-2.6619,-3.8586,-5.1337,-5.0665,-4.8876,-4.608,-5.7152,-7.035,-9.3278,-9.5627,-9.3726
"2500","嘉捷白马2号",-0.2596,-0.7693,0.2789,-2.0002,-7.3565,2.5579,-2.4714,-1.7117,-0.452,20.8962,11.655,5.2505
"179","嘉恳天启1号",5.0311,11.1669,21.661,32.4965,36.3025,32.848,38.9938,49.4979,54.2579,50.3515,39.9578,38.7728
"3805","嘉伦价值10号",-2.0528,0.5865,0.6843,-3.4213,-5.2786,-3.3236,-7.6246,-4.8876,5.5718,7.3314,5.9629,5.2786
"4209","嘉伦资管12号",-2.9903,3.606,4.9252,-2.4626,-5.9807,-1.3193,-3.2542,-8.4433,7.5638,15.0046,10.281,11.4378
"3921","嘉旗成长1期",-2.267,-0.5038,-2.267,-7.4307,-11.2091,-8.4383,-10.9572,-10.0756,-8.9421,-8.8161,-13.4761,-7.9345
"2311","嘉旗成长2期",-0.1,-0.1,-0.2,-0.1,-0.4,-0.2,-0.7,-0.6,0,0.2,-5.7,-3.1
"264","嘉耀滚雪球1号",3.9341,8.3257,6.4959,8.0512,8.6917,18.6642,25.5261,24.5197,35.6816,37.5114,60.2013,53.7969
"2055","嘉怡量化",0.0396,0.0396,0.0132,2.5066,-3.7863,-2.3219,1.3588,1.0818,6.095,3.3509,8.7335,-1.372
"3714","嘉元一号",-1.8462,-2.8718,-3.3846,-4.8205,-8.3077,-2.9744,-3.8974,-3.2821,-5.3333,0.6154,0.3077,-1.4359
"573","价值3期",2.4038,1.3462,4.0385,2.3077,17.8846,28.0769,36.0577,40.2885,35.9615,46.5385,62.7885,58.5577
"4134","尖沣众远",-2.7626,-4.4747,-3.4086,1.4086,3.2062,-11.7821,-16.1634,-4.5681,-3.5019,-15.7276,-21.4786,-23.4942
"1751","坚果1号",0.2429,3.5628,3.4818,2.996,16.1134,5.83,3.0769,14.9798,5.9109,1.2955,-1.2955,-1.8623
"664","坚实1号",2.1169,1.6129,5.1411,5.2419,20.9677,32.3589,42.2379,48.0847,43.1452,58.871,80.0403,75.2016
"5122","简蝶一号",-16.1245,-11.1033,-20.0849,-25.389,-28.9958,-29.5615,-28.5714,-31.2588,-12.0934,1.9802,-13.9091,-8.9016
"1331","剑龙1号",0.7001,4.7409,2.2004,-0.3901,-1.5203,0.3601,0.3401,6.0012,7.2214,5.2911,5.5211,3.4207
"2062","健顺云",0.0327,0.9824,3.1437,2.8817,-1.7075,-2.732,-2.704,3.546,12.4158,18.3477,25.9076,19.6716
"4720","谏信一期",-5.6054,-7.287,-9.8655,-21.9731,-24.5516,-18.9462,-16.4798,-13.3408,-19.2825,-38.3408,-41.8161,-35.9865
"4090","江洋一号",-2.643,-1.7439,-0.6391,10.7452,-3.2929,3.3471,3.5854,4.2353,1.6464,-0.4766,-2.1231,-2.7513
"257","今港优选",3.9646,7.0339,15.1822,23.4128,30.2861,36.1051,45.9507,49.3024,53.7248,77.6289,88.6034,93.5418
"3557","今赫基业1号",-1.5679,-2.3519,-4.5296,-12.6307,-14.6341,-14.4599,-11.4111,-10.8014,-11.2369,-10.6272,-7.6655,-7.8397
"3129","今赫基业2号",-0.9127,0.5717,1.4142,-4.333,-7.683,-5.1153,-4.4634,-1.8054,-1.4243,-1.2538,-2.0261,-1.5747
"1804","金百合5号",0.2036,0.4714,2.0677,3.3426,3.3426,3.889,7.8744,6.8674,6.4281,7.7887,5.7532,6.2567
"4729","金百合八号",-5.6903,-4.8507,-7.4627,-12.6866,-15.6716,-15.3918,-15.1119,-12.2201,-12.8731,-12.3134,-6.3433,-6.3433
"3818","金百镕1期",-2.0885,1.7577,1.9334,-3.05,-5.6917,-3.4429,-2.4659,2.1505,-0.336,3.2568,1.7215,-0.4291
"3863","金百镕5期",-2.1629,1.0581,1.2079,-3.3427,-6.1142,-3.5955,-2.809,1.8821,-0.4775,3.1648,0.9176,-1.498
"3828","金百镕6期",-2.1007,0.8973,0.9078,-3.3569,-5.7426,-3.5364,-2.523,1.8261,-0.3802,2.7868,0.6332,-1.383
"3844","金百镕风险缓冲8期",-2.1357,0.2617,0.9527,-2.6801,-4.6796,-2.9837,-0.848,2.1043,0,4.1039,0.6491,-0.8061
"2940","金柏1期",-0.6809,-1.3619,0.0973,0.3891,1.1673,0.8755,0.3891,-0.0973,0.6809,2.0428,1.1673,4.0856
"4039","金蝉基金",-2.51,-2.51,-2.8112,-1.4056,-10.0402,-9.9799,-9.2821,-7.6406,-10.5221,-20.4618,-22.4699,-22.1084
"2759","金蟾蜍一号",-0.4723,1.2724,4.01,-3.557,-6.2078,-5.4656,-4.6655,8.4442,-1.2049,-3.1521,0.694,-0.0193
"4984","金诚富利1期",-8.1292,-3.5726,-8.8138,-2.5457,-9.4663,-4.3213,-5.9258,-5.6156,-2.8559,-0.0428,1.4868,-3.2624
"3577","金诚立达海中湾8号",-1.5948,-1.5948,-5.0656,-9.2871,-12.6642,-14.259,-17.1671,-16.9795,-17.9175,-18.5741,-19.4184,-19.2308
"2033","金驰阿比萃持赢二期",0.06,-0.96,-4.5,-8.42,-9.44,-8.77,-9.79,-8.58,-8.8,-9.58,-11.78,-11.68
"558","金鼎5号",2.4691,1.2346,0,-8.642,-12.3457,-12.3457,-11.1111,-12.3457,-17.284,-17.284,-22.2222,-24.6914
"2337","金鼎6号",-0.1053,5.4737,0,-1.1579,-4.6316,-6.6316,-3.8947,-4.5263,-9.6842,-11.6842,-7.4737,-12.8421
"1543","金鼎7号",0.4499,1.9123,-1.7998,-10.4612,-17.4353,-16.198,-13.1609,-9.6738,-17.5478,-21.2598,-21.5973,-26.0967
"3857","金凡核心1号",-2.1577,3.4479,-4.1041,-10.0545,-24.2687,-20.4315,-12.468,-4.9828,-10.9554,-8.5752,-7.3073,-13.5135
