"","产品简称","2017-1","2017-2","2017-3","2017-4","2017-5","2017-6","2017-7","2017-8","2017-9","2017-10","2017-11","2017-12"
"1413","悟空量化对冲6期",0.5904,1.7046,2.1712,0.9809,1.9998,8.2278,7.8373,9.8467,12.6178,20.8742,19.4362,20.3314
"1256","悟空绿城对冲量化一期",0.7988,1.6667,1.9662,1.6129,1.9816,8.7788,10.4224,12.2197,16.2212,24.7235,23.8249,25.1152
"1904","悟空同创量化1期",0.1393,1.5562,1.806,2.2334,2.2911,9.2315,10.2209,12.8915,16.3353,27.8002,25.7012,26.8492
"4040","悟源盈泉一号",-2.51,-2.79,-3.28,3.52,6.59,5.24,9,13.99,13.27,12.09,13.1,8.8
"1280","西藏隆源对冲1号",0.7578,2.8767,2.5775,1.7449,-3.2356,4.831,7.1243,11.1327,11.9105,18.0078,17.7685,21.4478
"1254","西藏隆源对冲3号",0.8008,2.7027,2.3023,1.7017,-3.3033,4.4044,6.2062,10.1101,10.9109,17.1171,16.5165,20.4204
"1824","西藏明曜聚富三号",0.1947,0.357,2.1422,4.6197,9.6289,10.5269,10.1266,9.4666,6.6212,3.9381,5.4203,5.68
"827","西藏明曜相对论一号",1.617,8.6809,10.2128,5.8723,-2.9787,6.4681,0.1702,13.617,11.0638,2.5532,0.6809,-7.8298
"3228","西域光华59",-1.0684,-0.4274,0,-0.1068,-0.9615,2.1368,-3.6325,-3.6325,-2.8846,-5.1282,-11.4316,-10.4701
"4179","西域中天1号",-2.9249,-2.2284,-1.2534,-1.3926,-3.2032,-0.9748,-5.9888,-5.0138,-4.8745,-10.4455,-15.738,-14.4846
"62","希瓦小牛1号",7.9003,18.363,26.121,24.6697,42.3077,55.0517,78.9935,92.473,129.9331,141.1914,136.5295,137.5149
"65","希瓦小牛3号",7.7697,17.9294,28.1954,26.8669,46.4827,64.7748,81.368,94.5842,142.0707,161.39,146.6273,139.1418
"75","希瓦小牛5号",7.411,16.9394,26.949,26.0025,38.5608,55.4099,72.259,84.6081,133.1672,142.6906,138.0859,131.2834
"361","析方港股旗舰",3.379,9.0411,11.5068,12.1461,10.9589,9.7717,11.4155,11.6895,15.1598,15.6164,13.0594,12.1461
"363","析方港股系列",3.3752,9.317,11.5057,12.3231,9.7741,9.317,12.4198,10.864,15.1622,15.1622,13.2372,11.5057
"5125","熙华星岩1号",-16.7063,-16.2437,-26.7641,-30.9194,-33.8186,-29.2575,-38.4084,-37.0205,-37.8326,-15.3097,-14.2049,-59.808
"1999","曦微成长2期",0.0889,6.8364,12.8279,11.3161,7.092,19.92,18.7972,16.9742,34.6598,50.5447,49.1218,69.7088
"237","喜马拉雅基金",4.1545,10.4018,22.3943,27.7941,77.9824,70.3851,126.1016,133.0658,163.6578,165.2079,159.5774,165.4361
"5110","喜旺二期",-14.4695,-14.6302,-15.1125,-15.5949,-16.2379,-16.881,-17.3633,-33.6013,-54.5016,-77.8135,-76.5273,-76.2058
"1481","喜洲稳健2号",0.5113,9.2429,9.1445,10.8161,15.5359,1.8682,-6.3913,-6.0964,13.3292,8.0609,6.7732,4.3147
"1104","细水菩提",1.019,10.517,14.8321,14.3792,10.7057,15.2849,17.2349,27.7016,31.8027,37.0109,30.4441,28.1545
"1752","仙湖一号",0.2429,1.9433,1.2146,2.2672,0.9717,2.5101,1.8623,3.5628,8.0162,9.3117,7.9352,9.4737
"1860","仙人掌金牛1号",0.1705,0.1705,0.5115,-1.1083,4.0068,5.5413,1.364,8.9514,4.1773,10.2302,16.1978,14.0665
"569","仙童1期(海南成长二期)",2.4278,6.5832,11.8226,12.9405,10.9305,18.3153,15.6843,21.6238,34.2818,51.3888,48.7805,59.4512
"2442","先锋一号",-0.2043,7.048,0.715,-14.096,-24.4127,-13.5853,-19.5097,-13.381,-16.3432,-22.5741,-36.2615,-42.0838
"2074","先机策略精选",0.0255,-0.4904,-2.447,-6.493,-12.5926,-9.3384,-10.8301,-9.4151,-7.1928,-8.5262,-10.4163,-9.0166
"5090","贤华一期",-12.4094,-1.1775,-14.221,20.8333,-8.3333,-9.5109,-24.2754,0.1812,4.7101,-11.9565,-27.5362,-38.9493
"4881","贤盛道成1号",-6.7724,-2.185,-1.2239,-8.9211,-11.3509,-7.4252,-10.553,-6.4189,-3.3182,2.6292,12.0308,-3.3364
"4888","贤盛道成2号",-6.7981,-2.091,-1.0703,-8.5819,-11.1585,-6.7387,-9.2161,-5.5,-1.6748,-0.4856,-0.5153,-0.3667
"1542","相聚芒格一期",0.4509,4.6889,12.2633,13.3454,12.1731,13.6159,10.1894,15.239,23.4445,21.8215,18.4851,22.633
"401","相聚上善一期",3.1205,11.0305,15.2395,25.762,28.7373,20.8273,17.6343,24.746,50.4354,46.8795,44.4848,55.1524
"2085","相聚顺为3期",0.02,0.91,6.6,7.2,8.6,9.3,8.34,10.49,13.5,14.88,16.06,17.08
"3544","相聚晓兴一期",-1.5459,-1.1594,-1.4493,-0.7729,-0.8696,-1.0628,0.4831,4.1546,5.314,5.9903,6.1836,5.2174
"3739","湘财天安3号",-1.9121,-3.2432,-4.0038,-11.6839,-13.596,-7.5956,-15.8145,-8.5041,-6.3596,-19.0154,-23.8749,-23.5686
"4779","湘财资本1号",-6.0071,-4.6643,-2.6855,-14.2049,-19.5053,-17.0671,-19.2756,-19.0989,-19.947,-20.689,-20.2827,-21.9435
"1302","湘禾二号基金",0.7299,3.6496,6.048,5.7351,2.9197,4.7967,0.2086,-0.1043,-2.5026,-5.1095,-2.1898,-1.6684
"2137","祥运和1号",0,-0.2832,-0.6676,-0.7586,-1.7095,-1.1633,-2.7311,4.4406,19.5428,19.5226,18.0457,17.6209
"4584","向阳1号",-4.5365,-3.6526,-5.0844,-11.2134,-14.0478,-8.7954,-10.8189,-9.8473,-11.4398,-11.4398,-15.633,-17.9852
"4499","向阳2号精选",-4.0831,-0.3629,-5.8978,-15.8383,-20.4154,-17.7941,-19.0745,-18.8124,-20.1331,-23.3189,-25.6881,-31.0918
"2054","象学二期",0.0397,0.238,-1.0313,-0.9024,-0.8231,0.1289,0.3669,0.7537,1.1206,2.3899,3.5303,2.9948
"1988","象学一期",0.099,0.198,0.297,0.396,0.396,-2.3762,3.2673,2.5743,1.8812,1.6832,2.1782,2.5743
"459","橡谷成长一号",2.8739,3.8347,5.8613,6.0622,6.6474,9.5737,10.124,12.203,12.5,14.7187,16.029,16.0115
"993","橡子树2号",1.2333,3.6999,4.8304,5.2415,6.6804,11.5108,9.2497,12.2302,15.6218,21.6855,16.7523,20.3494
"1131","箫峰飞龙1号",0.9805,3.3045,0.3147,-5.9311,-10.095,-8.7756,-8.1583,-7.892,-9.9195,-13.3632,-16.5527,-18.3078
"4781","小鼎顺景2号",-6.018,-0.3995,-3.5459,-24.9292,-31.1636,-33.9021,-33.5525,-36.1412,-33.9521,-39.2209,-39.6371,-39.6621
"4723","小鳄3号",-5.633,-5.7911,3.4641,1.7848,1.7622,0.5046,-4.2021,-6.2053,-8.3139,-12.2976,-12.2148,-7.1918
"5031","小奖章一号",-9.7,-4.2,-8.6,-15.6,-19.9,-14.2,-17.5,-14.5,-11.6,-14.5,-17.6,-16.4
"4824","小牛鸿志1号",-6.2923,-6.8851,5.7306,3.2137,-0.4264,15.5798,12.2309,29.7972,28.7572,29.298,20.4056,15.9126
"4823","小牛鸿志6号",-6.2826,-6.8896,5.7289,3.2158,-0.607,15.5149,12.1712,33.9474,30.0181,27.5583,18.8904,15.3551
"1902","小强中国梦",0.14,1.33,-3.57,-6.62,-11.03,-4.48,-2.67,2.9,2.67,2.34,2.78,-2.44
"1448","小禹1期",0.5501,12.7926,17.5535,6.6113,-2.7405,0.7201,2.7706,6.5213,11.9824,15.0246,15.5209,13.8128
"1573","小禹2期",0.4212,1.1794,-1.8534,-9.7725,-17.0177,-12.4179,-18.1129,-18.1129,-16.765,-22.2409,-27.8012,-26.2848
"3582","小禹投资聚宝盆",-1.6,0.1,10.1,4.6,-2.5,-2.2,2.6,4.5,4.5,3.3,2.6,3.2
"60","晓峰1号睿远",8.0831,13.8742,16.5966,18.3742,26.9438,33.8108,42.4645,44.1391,47.4509,59.2574,64.3,67.1161
"4856","欣筠和一期",-6.5279,-0.0946,-6.3387,-3.5951,-3.0274,7.7578,18.2592,41.2488,32.8288,35.9508,36.7077,42.1003
"2971","新方程聚享1期",-0.7143,5.2143,8.5714,10.3571,0,7.6429,6,10.5714,20.3571,16.5,19.5,22.4286
"792","新方程民森先进生产力优先",1.7189,4.1456,4.5501,2.9323,-0.2022,3.7412,6.5723,12.3357,16.9869,19.6158,18.2002,28.6148
"1793","新方程清水源创新",0.2092,2.5105,2.5105,1.7782,0,3.0335,3.0335,6.3808,13.4937,13.9121,13.1799,13.3891
"2783","新方程相聚精选",-0.4941,3.7549,12.0553,16.4032,19.3676,21.0474,19.664,23.2213,33.004,35.4743,37.0553,39.5257
"4831","新湖赋成量化5号",-6.3304,-0.9891,-1.1869,3.0663,1.088,-1.6815,-5.4402,-7.5173,-1.088,-6.6271,-12.1662,-10.7814
"4396","新湖赋成量化6号",-3.673,2.0142,-0.237,-1.8957,-2.3697,-2.4882,-4.7393,-5.3318,-2.0142,-5.0948,-9.4787,-9.9526
"4695","新湖祎海恒航一期",-5.3659,-2.7317,5.3659,27.5122,38.8293,64.7805,68.4878,42.5366,110.5366,84.1951,32.878,9.1707
"2520","新基准20",-0.2732,3.8251,3.8251,1.275,-5.8288,0.6375,6.9217,10.0182,9.745,9.3807,6.5574,4.4627
"3776","新价值10期",-1.9965,1.7504,-0.1003,3.519,-3.8928,2.3794,8.6152,11.651,13.2282,9.463,8.3873,5.8893
"2398","新价值11号",-0.1613,2.5082,1.6962,5.0331,-1.7463,4.1878,8.281,8.2309,12.63,11.6734,12.3853,10.3331
"2019","新价值12号",0.0722,1.7654,1.6145,6.8058,-0.105,6.2283,9.6607,10.317,15.272,11.3146,9.2078,5.7951
"3230","新价值15期",-1.073,1.3443,1.1418,1.8747,-3.0044,0.2065,6.0493,7.2316,7.9362,6.928,2.8789,1.652
"2257","新价值16号",-0.0579,3.9042,1.2997,0.2157,-9.2344,-3.5201,1.247,2.9466,6.3299,4.4304,3.1939,1.0576
"3864","新价值19期",-2.1667,-2.5362,-5.9211,-3.2252,-6.9795,-3.8342,0.9486,2.007,5.0125,2.5861,2.3665,1.6076
"3124","新价值1期",-0.9066,3.4862,6.055,12.4339,5.0297,10.3616,13.6212,15.2617,17.8629,18.1328,17.809,16.0173
"3175","新价值20期",-0.9827,-0.1445,-3.1888,-0.6166,-5.7514,-2.3507,2.7457,4.6243,8.1792,6.3487,5.9152,3.3911
"4231","新价值3期",-3.0464,0.5823,2.7087,3.1824,-13.2226,1.4644,6.2021,8.1738,8.6237,6.6711,7.1114,3.6897
"568","新价值4号",2.4301,3.0934,6.0686,9.0372,5.7796,10.6069,17.214,20.7671,23.4336,19.0464,16.4653,20.3336
"596","新价值5号",2.3048,2.9656,5.8103,8.7034,5.4557,10.1297,16.6331,19.3166,21.8954,17.4551,14.8118,18.6639
"173","新价值8号",5.1094,5.9402,-0.365,-0.2122,-6.5439,-0.5347,6.145,7.8934,10.9829,7.6473,6.4081,6.3062
"4381","新价值对冲一号",-3.624,-1.5855,-7.9275,-4.8698,-10.5323,-6.9083,-4.1903,-2.4915,0.1133,-1.0193,-1.4723,-4.6433
"3981","新价值稳健1号",-2.3644,0.6954,-0.1391,-1.8081,-2.5035,-3.0598,-5.4242,-1.9471,-3.338,-1.669,-0.1391,1.9471
"304","新里程藏宝图二号",3.681,4.09,2.7267,0.5453,1.7042,4.9761,15.4738,15.4056,10.7021,14.1104,24.8807,22.6994
"225","新里程超越梦想",4.3171,7.0644,3.6892,1.4914,2.9827,7.1429,21.821,25.9027,21.5071,26.4521,47.3312,38.0691
"3639","新睿驰飞1号",-1.6966,1.8962,3.493,0.1996,-5.8882,-2.994,-2.5948,1.0978,3.5928,7.0858,3.8922,0.5988
"4713","新上正1期",-5.5556,-8.1395,-10.0775,-9.3023,-10.5943,-9.8191,-7.8811,-7.2351,-8.9147,-19.7674,-20.0258,-20.4134
"1819","新视野智能量化1号",0.1982,0.6938,1.4866,1.8831,2.0813,2.5768,2.8741,3.1715,3.5679,4.3608,3.8652,4.2616
"316","新思哲1期",3.6079,5.6044,14.752,16.5474,22.4278,27.7289,29.0134,27.0612,32.8393,43.7517,49.1789,54.6334
"1713","新同方信托",0.2791,0.994,3.2857,4.5294,4.1622,9.6024,9.1176,6.8554,10.7139,13.5344,13.1917,11.1889
"764","新阳壹号",1.8068,1.6089,24.2106,13.3012,6.8227,18.2741,1.7465,5.3859,10.9352,14.4971,6.3065,8.595
"2252","鑫安1期",-0.0525,1.272,0.035,-2.0831,-2.9875,-1.4237,-3.4076,-0.4201,-1.5287,-0.0058,-3.5068,-2.5616
"2218","鑫安2期",-0.0228,1.3067,0.0456,-2.1576,-3.092,-1.6258,-3.5858,-0.866,-2.0056,-0.5013,-0.0607,-3.3199
"2241","鑫安3期",-0.0393,1.2701,0.028,-2.1113,-3.1066,-1.5926,-3.5047,-0.7654,-1.8785,-0.2467,0.2467,-0.2243
"2669","鑫安9期",-0.3894,1.2097,-0.0414,-1.7234,-1.9471,-1.5743,-3.248,-2.1129,-3.2066,-1.2263,-1.3091,-1.218
"1456","鑫安泽雨1期",0.5431,1.5742,2.3474,0.8377,1.2428,3.4061,3.4981,7.5025,6.6188,8.9846,3.0102,3.7835
"2302","鑫安泽雨2期",-0.0993,0.8937,1.0923,-0.0992,0.2976,1.6865,1.1903,3.6704,3.0752,5.2578,-0.6946,-1.4884
"2286","鑫安泽雨5期",-0.0953,0.9533,0.572,-1.0476,-0.7619,1.3333,1.4286,4.7619,3.0476,4.6667,-0.8571,-0.4762
"2909","鑫达众信稳赢1号",-0.6311,1.8932,0.7888,-1.3297,-2.0735,-0.7437,-2.2087,0.5522,0.7776,-0.9466,-0.4057,-2.8059
"4761","鑫富源1期",-5.9184,3.7755,3.2653,-6.1224,-12.1429,-9.1837,-10.3061,-5.9184,-5,-12.9592,-19.2857,-20.5102
"1298","鑫富越2号",0.7329,1.9526,5.2478,4.1681,4.9569,7.6704,7.8774,8.7501,11.6762,13.3266,11.0943,13.2986
"1246","鑫润禾改革机遇1号",0.8081,2.4242,3.6364,3.1313,-1.3131,2.7273,5.1515,3.2323,3.3333,1.3131,-0.5051,-1.9192
"2912","鑫狮善渊守中",-0.6389,-0.6273,-0.2091,-0.4647,-0.79,-0.3137,2.5558,0.9642,1.6612,2.3002,-0.2323,-0.4879
"2983","鑫顺3号",-0.7246,-0.314,-0.3623,0,-33.8164,-39.1304,-38.8889,-54.3478,-57.4879,-66.4251,-68.599,-67.8744
"3101","鑫扬一期",-0.8792,1.2195,-0.1134,-2.9211,-3.3323,-2.1978,-2.1695,5.6368,4.9774,0.6098,0.7374,-5.3105
"3405","鑫源瑞1期",-1.3208,3.1778,-0.4965,-4.1708,-10.0298,-7.9444,-12.4131,-9.3347,-10.1291,-12.8103,-16.5839,-18.1728
"4303","鑫增长1号",-3.2718,6.2218,-2.1669,-14.7393,-28.1592,-22.3879,-20.9397,-3.7116,-0.3647,-12.6475,-33.0508,-36.5587
"4287","信复创值1号",-3.2137,0.1282,0.305,-2.6346,-2.4887,0.0884,0.252,0.084,0.4597,2.1926,2.3031,3.3463
"23","信复创值2号",13.7875,-1.6318,-1.9229,-5.7323,-5.4984,-3.3157,-3.1078,-3.0974,-2.1827,-1.1122,-0.343,0.5509
"31","信复创值3号",11.715,-1.1985,-1.4022,-5.0216,-4.8897,-3.0201,-2.8464,-2.9902,-2.0194,-0.8929,0.1438,1.1805
"4299","信复创值5号",-3.2577,-1.7769,-2.1718,-5.6269,-5.4294,-3.4551,-3.2577,-3.3564,-2.4679,-1.2833,-0.9872,0
"4173","信复创值6号",-2.8959,-1.9005,-0.543,-4.0724,-3.8914,-1.991,-1.81,-1.991,-1.1765,0,0.2715,1.1765
"3584","信复创值稳健1号",-1.6048,-0.9027,-1.9057,-1.4042,-2.5075,-0.3009,0.8024,-0.1003,0.2006,1.6048,3.009,1.1033
"2161","信迹元亨一号",0,2.488,1.1483,-0.6699,-5.2632,-0.6699,-1.7225,1.0526,-0.0957,-1.3397,1.6268,-4.2105
"3578","信利达3号",-1.5996,-0.579,1.9038,-2.4338,-5.4269,-4.2885,-2.1001,-0.8342,-0.9127,2.8067,3.366,5.3876
"2963","信水长流二期",-0.7051,1.9948,1.307,-1.9948,-4.411,-0.8512,0.3181,4.0069,2.5279,1.2898,1.2898,1.8057
"1864","信水长流一期",0.1657,3.2597,2.3204,-0.9945,-3.2044,-0.2762,1.326,5.4144,5.8011,2.7072,3.0939,3.0939
"4736","星火燎原1号",-5.7216,-0.2452,-2.9789,-8.7186,-18.754,-15.6025,-18.8084,-13.2231,-10.9072,-16.9011,-15.6115,-11.0543
"4183","星火燎原2号",-2.9292,-0.5696,-4.1096,-10.1434,-17.291,-16.2697,-15.5272,-13.7634,-10.6072,-16.4553,-18.4047,-20.2613
"471","星壤1号",2.8302,5.8176,8.4119,9.7484,10.2987,10.2201,7.8616,7.7044,19.8899,27.8302,22.1698,37.4214
"751","星壤8号",1.875,3.75,5.8036,6.875,7.4107,7.1429,4.9107,4.9107,16.1607,23.3036,18.125,27.4107
"1178","星石10期",0.8973,0.2284,3.3607,6.0892,1.3133,7.2148,8.8544,10.2981,13.1327,19.2096,25.2702,22.6396
"1206","星石11期",0.8592,0.2419,3.3992,6.1353,1.3889,7.2781,8.8714,10.3437,13.1507,19.336,25.5756,22.877
"3432","星石12期",-1.3619,2.1407,4.6556,3.8898,1.8361,8.689,6.7659,11.478,16.1511,19.4405,16.0945,22.3295
"3895","星石13期",-2.2302,0.8843,4.9651,6.505,4.6458,6.9709,6.0219,10.9525,16.1116,19.6144,23.8935,23.3673
"3415","星石14期",-1.3329,2.2155,4.9354,4.1834,1.9633,8.7405,6.6781,11.4784,15.8914,19.2822,15.9995,22.2002
"3425","星石15期",-1.3505,2.158,4.6408,3.8426,1.8656,8.7572,6.8405,11.5556,15.8762,19.315,15.9644,22.1505
"3842","星石16期",-2.1342,0.9627,4.9768,6.4526,4.6272,6.8795,5.8396,10.7892,15.8069,19.2898,23.4402,22.9271
"3422","星石17期",-1.342,2.2789,4.7677,4.0016,1.8983,8.7839,6.7831,11.4728,15.7866,19.1782,15.8062,22.0476
"3427","星石18期",-1.3548,2.1451,4.6241,3.8433,1.8299,8.6556,6.7034,11.3887,15.7211,19.1363,15.7964,21.9635
"3344","星石19期",-1.2231,2.4834,5.6876,4.9947,2.9438,10.1521,8.1756,13.0354,17.3139,20.9831,19.9321,26.1126
"3837","星石1期",-2.1192,1.0071,5.091,6.6078,4.8964,7.2071,6.2618,11.189,16.1626,19.6966,24.003,23.5272
"3536","星石20期",-1.5346,2.0296,4.8809,4.183,3.0147,9.3362,8.8461,11.9747,17.1922,21.7811,17.0734,23.9295
"3428","星石21期",-1.3554,2.1409,5.2675,4.6463,3.8351,10.0575,9.6006,12.6758,18.2668,22.7128,18.9393,25.3722
"3848","星石2期",-2.1435,0.9752,5.0721,6.5458,4.773,7.0412,6.0753,11.0478,16.0327,19.5127,23.8402,23.3511
"3892","星石3期",-2.2275,0.8712,4.9051,6.4177,4.6785,7.0305,6.0795,10.9749,15.9662,19.4862,23.7945,23.2807
"3885","星石4期",-2.215,0.9016,4.9767,6.4818,4.7141,7.025,6.0452,10.9474,15.9526,19.4384,23.7159,23.1941
"3927","星石5期",-2.2827,0.8391,4.8989,6.4488,4.6937,7.0094,6.0824,11.1241,16.3858,19.8666,24.1609,23.7176
"3917","星石6期",-2.261,0.8567,4.9093,6.3843,4.589,6.876,5.9113,10.8243,16.0204,19.5031,23.7866,23.2801
"3915","星石7期",-2.256,0.8033,4.8568,6.3607,4.5853,6.8486,5.8912,10.803,15.8138,19.2913,23.5575,23.0329
"3925","星石8期",-2.2722,0.7898,4.6537,5.7392,3.7343,5.9336,3.9814,9.2588,14.6011,18.1247,20.9802,21.0774
"3283","星石9期",-1.1602,2.0113,4.9075,4.2427,3.362,9.4296,8.9766,12.0295,17.6144,22.5304,18.8805,25.1556
"3537","星石回报1期",-1.5358,1.8789,4.6346,3.8994,2.9136,8.8934,8.327,11.2297,16.6431,21.9747,18.1407,24.8938
"2928","星石汇智财富",-0.6609,0.8774,2.165,1.9029,1.5725,4.2388,4.0565,5.4011,7.8624,10.1983,8.4435,12.2721
"3865","星座财富启明之星",-2.1678,8.0375,5.9204,-5.8063,-12.0436,-11.1942,-14.3129,-12.4239,-6.8585,-9.4194,-12.4493,-14.2495
"3580","兴富丰地2号",-1.6,-8.1143,-6.0571,-7.8857,-8.3429,-7.8857,-5.6,0.5714,12,16.5714,23.7714,21.1429
"4682","兴富恒升2号",-5.2846,4.6748,8.3333,4.939,6.7073,6.5041,10.7825,13.0589,6.8089,10.061,15.1423,14.8374
"4430","兴富恒升3号",-3.8126,-3.4858,-3.159,-3.9216,-3.4858,-2.1786,-0.3268,1.5795,10.8932,13.2898,18.1917,17.4292
"398","兴富恒升5号",3.1309,1.8005,5.5717,4.0412,6.692,5.7917,1.5405,20.2661,28.3585,29.1116,32.3124,26.7768
"2896","兴富进取6期",-0.617,-3.856,-1.671,-2.4422,-4.1131,-2.6992,-0.617,11.5681,24.1645,30.0771,34.9614,23.2648
"2249","兴聚1期",-0.05,1.1007,0.7755,1.8346,1.0841,4.1111,5.3452,8.6641,10.7822,17.0697,17.1031,20.4053
"636","兴聚财富1号",2.1941,4.0626,6.5359,10.9164,13.4052,19.9256,21.484,24.3759,26.1048,40.673,40.3396,44.6581
"1554","兴聚财富2号",0.4329,2.2511,1.5584,3.29,2.1645,4.5022,7.0996,8.2251,9.0909,17.0563,16.71,18.961
"3728","兴聚财富3号",-1.8797,-0.188,1.0338,3.6654,0.3759,5.0752,6.9549,15.4135,19.0789,30.6391,28.6654,29.3233
"3096","兴聚财富5号",-0.8772,0.8772,3.5088,6.1404,3.5088,7.0175,7.8947,15.7895,18.4211,30.7018,28.9474,29.8246
"1522","兴聚财富6号",0.4771,2.2901,1.5267,3.3397,2.2901,4.771,7.6336,8.6832,9.542,18.2252,18.416,20.6107
"1544","兴聚财富7号",0.4494,1.9101,1.6854,2.5843,2.2472,4.4944,6.9663,7.8652,8.5393,15.0562,14.8315,17.5281
"3148","兴聚财富8号",-0.9465,0.1775,4.0028,5.5013,2.7901,5.3337,9.8985,25.2391,30.3855,45.1937,42.936,43.6952
"2780","幸福1号",-0.4884,3.7537,2.8823,6.9999,12.1325,19.8985,13.5497,17.1215,16.8917,23.8629,23.3458,28.2294
"4086","幸福轮动88",-2.6247,6.4321,-3.043,-10.9028,-22.0075,-19.7721,-18.6617,-13.9025,-15.6475,-22.1806,-29.1462,-31.1941
"2733","雄翔二号",-0.441,-2.2051,-4.0794,-11.7971,-13.892,-5.4024,-11.6869,-3.5281,-3.6384,-9.9228,-15.3252,-15.4355
"4567","雄资壹号",-4.431,18.1269,10.4733,3.8268,0,2.719,-0.7049,4.5317,3.6254,-0.9063,-6.3444,-4.5317
"3621","徐星投资",-1.6624,0.3348,2.5078,4.4369,6.2354,14.2411,6.956,8.7546,9.668,13.3559,10.5814,8.3403
"1447","旭诚二期",0.5518,-0.4261,-4.212,-15.1653,-20.9833,-19.847,-18.973,-17.7274,-12.6796,-13.0839,-12.2426,-14.0617
"760","旭诚辉煌",1.8316,1.1532,-0.5621,-15.9705,-19.8081,-19.2073,-6.2215,-7.9368,0.4555,0.5718,-5.0199,-5.6595
"2979","旭诚七期",-0.72,0.0297,-4.4385,-12.8999,-17.6278,-16.7001,-9.4708,-8.6915,-3.7482,-2.8501,-4.0451,-6.821
"3461","旭诚融智",-1.4,-3,-4.3,-11.8,-21.6,-22.3,-8.8,-7.6,1.6,-0.5,-5.6,-8.3
"3140","旭诚十二期",-0.9371,-1.3235,-4.3281,-16.1047,-20.2879,-20.0367,-14.6169,-15.67,-6.9752,-6.7723,-9.2165,-11.9699
"1349","旭诚十期",0.6691,1.5613,-2.0074,-13.9777,-24.0892,-22.4535,-5.5019,-5.6506,2.5279,1.2639,-3.3457,-3.7918
"1344","旭诚十五期",0.6816,0.5842,-1.9474,-14.1188,-20.9348,-20.2532,-7.5949,-8.4713,-0.1947,-1.5579,-9.3476,-10.5161
"948","旭诚十一期",1.3303,1.48,-2.731,-17.7958,-22.7028,-20.9321,-5.7264,-6.1052,1.3127,-2.1848,-12.7213,-14.6947
"1029","旭诚五期",1.1561,3.0553,-0.0826,-10.9001,-21.4699,-19.5706,-3.3856,-3.1379,4.7894,2.5599,-1.8167,-2.3121
"2388","旭诺成长对冲2号",-0.1453,-0.9448,-0.3634,0,-2.9797,-0.7267,-3.4157,-3.8517,-1.3081,-1.0174,-4.5058,-3.6337
"4743","旭诺成长对冲3号",-5.796,-3.4003,-0.9274,-0.1546,-2.0866,-0.6955,-2.473,-2.3957,-1.0046,0.1546,-0.7728,0
"4548","旭诺成长对冲5号",-4.3774,-3.6965,-2.9183,-9.3385,-15.7588,-11.1868,-12.4514,-8.463,-6.0311,-5.5447,-7.8794,-7.4903
"4967","旭诺成长择时对冲一号",-7.7899,-8.8768,-8.3333,-8.6051,-9.6014,-6.7029,-10.0543,-10.0543,-7.5181,-9.1486,-10.0543,-8.6051
"4866","旭升1号",-6.6351,-3.6967,-9.6682,-17.6303,-23.2227,-19.4313,-20.5687,-19.7156,-17.9147,-22.654,-32.4171,-32.7962
"2353","宣博1号",-0.1119,-0.2949,-1.1389,-3.7116,-11.9178,-11.023,-11.084,-11.0026,-6.6504,-11.1755,-7.6063,-7.4537
"3712","玄卜善时",-1.8415,-0.4552,1.7174,1.6553,0.1966,6.0728,7.7385,11.0387,12.156,16.7598,18.9841,14.7734
"4653","薛神投资量化选股1号",-5.0556,-3.0902,-4.3097,-3.7888,-5.0201,-7.3171,-6.4646,-9.2233,-9.4838,-9.8863,-12.0649,-14.1724
"258","雪球2期",3.964,5.276,4.3655,-0.8595,2.5956,5.9263,13.9731,17.6487,14.1371,15.6299,20.4252,18.2877
"933","循远成长一号",1.3719,2.2924,4.9832,4.3548,3.1864,9.9398,7.966,8.3997,14.2769,17.2597,11.8605,11.6569
"1788","循远五号",0.2119,1.1367,2.8803,2.6972,-0.2986,6.7046,4.8358,5.1729,9.2958,13.3031,6.3,7.5041
"3379","岩叶价值二号",-1.2881,1.4052,-1.6393,-8.548,-25.1756,-21.897,-21.897,-15.1054,-22.3653,-27.2834,-23.6534,-30.5621
"4022","岩叶价值一号",-2.4631,-4.9261,-9.9507,-15.1724,-29.7537,-27.5862,-27.6847,-22.8571,-29.3596,-32.8079,-31.0345,-36.1576
"1117","衍航1号",0.9979,2.1181,4.6813,5.9091,5.7134,10.5268,12.4835,20.3346,21.5771,22.6337,24.1158,25.3926
"1006","衍航3号",1.2162,2.0364,3.7145,4.2708,4.0351,8.5321,15.1598,20.8164,16.0272,18.4595,17.2716,18.9498
"2202","衍南汇盈一号",-0.01,-0.02,0.1598,0.1399,0.1199,0.3996,0.3796,0.3696,0.6494,0.6294,0.6094,0.7692
"761","衍盛中港精选",1.8252,3.9385,4.611,4.707,4.1306,5.3794,3.9385,5.5716,7.3007,11.4313,8.9337,9.8943
"4542","眼量风物一号",-4.328,-7.0615,-10.2506,-6.492,-5.1253,-1.2528,-4.328,-7.9727,-2.8474,-0.4556,-2.3918,-9.9089
"3840","阳光宝之鑫恒久",-2.1298,13.6917,9.1278,12.7789,2.1298,19.4726,8.6207,6.6937,7.0994,34.8884,34.5842,52.7383
"2122","阳翔二期",0,0,0.9346,-7.4766,-7.4766,-7.4766,-8.4112,-7.4766,-9.3458,-7.4766,-8.4112,-9.3458
